,text,label,data;;
28; -Новый разъем зарядки-type c хоть переходник и есть в комплекте но понятно что его одного не хватит на всех -со старой беспроводной зарядкой работает криво то заряжает как обычная(не быстрая) то начинает моргать и не заряжает -до этого был телефон gold-все понятно-золото сейчас желтый топаз-бронза это или серый не пойму)) ну и рамки передние тоже хотелось бы в цвет задней панели-чехлы решают -  мая ;-1
29; Аппарат очень нравится. Камера экран эргономика звук супер. Аккумулятор держит в моем использования до вечера постоянно интернет ютуб. Если играть наверное уже не дотянет. Зарядка быстрая тоже супер.   апреля ;1
30; Пока не выявил  по началу было тяжело после перехода с iOS. -  апреля ;-1
31;" ) Просто невероятный экран. Отличная цветопередача и яркость. Цвета насыщенные  но не кислотные  вырвиглазного ничеого нет. Высокое разрешение: пиксели неразличимы даже в FHD+  не говоря уже о WQHD+. Телефон заточен под две руки и при таком использовании случайных касаний закругленные краев не происходит. Я вообще не любитель сёрфить в интернете  держа телефон вертикально  но тут его даже поворачивать не охота - и так удобно. ) Чуть ли ни лучшая камера на рынке смартфонов с понятным интерфейском и множеством тонких настроек параметров съемки. Снимает отлично; сохраняет в RAW. Так что можно потом обрабатывать снимки в Lightroom. ) Классный звук от портативных hi-fi наушников. ЦАП здесь  судя по всему  стоИт приличный. Хотя  как это ни парадоксально  комплектные AKGшки раскачивает плохо. О них - чуть позже. ) Распознавание лица и сканер сетчатки работают стабильно. ) Оболочка Samsung  на мой взгляд  была доведена до ума. Пользоваться приятно. Проблем с производительностью пока не обнаружено. ) Открытая файловая система  наличие возможности установки сторонних приложений. Да  в  году приходится подобные мелочи записывать в плюсы  оглядываясь на то  что делает Apple. ) Слот под microSD карту. Память можно расширить чуть ли ни до трети терабайта. ) Пыле- и влагозащита. Телефон  конечно  не водолазный  но намочить не страшно.   марта ";1
32;" ) Цена сильно завышена. Купил по скидке. Отдать за него - килорублей рука бы не повернулась. Как по мне  аппарат стоит  тыс. руб  не более. Думаю  столько он стоить и будет после выхода S  ибо уже не флагман. ) С точки зрения материалов корпуса  крайне непрактичен. Стекло  каким бы крепким и крутым оно ни было  скользкое; имеет привычку покрываться трещинами и царапаться; собирает на себе отпечатки пальцев. Просто представьте себе  что ваш смарт целиком сделан из того же материала  что и его экран! Хотя  это бела многих современных смартов  так что минус не уникален для этого телефона. ) Биксби-камера - штука бесполезна. Идея  конечно  перспективная  но все еще туповат алгоритм распознавания: узнает предметы  а марку и модель - нет. Видимо  не дорос ИИ еще до такого уровня. -  марта ";-1
33;" Экран: AMOLED  глубокий черный  скругления по углам  высокое разрешение  тонкие рамки по краям Дизайн: симметрия  скругленные края  телефон с экраном ."" удобней держать в руке  чем предыдущий nexus  с экраном ."" Водостойкость Разъемы: . Разъем для наушников  Usb Type-C   SIM  MicroSD Комплектация: неплохие наушники из коробки  переходник на microusb/usb  быстрая зарядка  была еще колонка в комплекте  но звук из неё ужасный. Камера (стабилизация  hdr  k видео с fps  съемка в темноте) Оболочка: защищенная папка  настраиваемость (лончер  программные клавиши)  многозадачность (два приложения на экране)  samsung health   марта ";1
34; Экран: под углом в  градусов и выше изображение зеленеет (это не напрягает при обычном использовании)  в местах скруглений слева и справа тоже  причем под углом всего в  градусов (а вот это уже заметно. Наверное  это самый большой недостаток этого смартфона для меня). Дизайн: датчик отпечатков расположен далековато и его трудно быстро нащупать вслепую  если не использовать чехол  с которым эта проблема решается. Кроме этого  из-за непривычного соотношения сторон : телефон получился длинным и одной рукой до панели уведомлений уже не дотянуться (впрочем  ее можно открыть жестом по датчику отпечатков  да и режим работы с одной рукой присутствует) Камера: плохо фокусируется на расстоянии <см при фото и не фокусируется вовсе при видеосъемке. Датчик отпечатков: быстр  но периодически отказывается распознавать (примерно % случаев  впрочем  после обновления до . Oreo проблема вроде бы решилась) Сканер сетчатки: работает быстро  но слишком требователен к расстоянию до глаз и позиции глаз. Программы: куча неудаляемого ПО (например неудаляемый facebook  ms office и какой то ubank)  дублирующего аналоги от google: (samsung notes vs google keep  галерея vs google photo  интернет vs google chrome  bixby vs google  samsung music vs play music  play market vs galaxy apps  email vs gmail   калькулятора   календаря). Почти ни одно из приложений самсунга не поддерживает ландшафтный режим. Отдельно выделю бесполезный ассистент bixby  который не отключается встроенными средствами  не понимает русский голос и не дает включить английский. -  марта ;-1
35;" - Несравненный дизайн( у меня Orchid Grey). Не видно отпечатков - Скорость работы и отклика - Датчики  измеряющие пульс  насыщение кислородом - Восхитительная камера с миллионом настроек и режимом ""Профи"". Любой телефон дает настроить камеру вручную  но S  однако расширил возможности юзеров - Очень яркая вспышка - Быстро заряжается - Забавно  но функцию вспышки на селфи-камере придумали)) - .мм разъем на корпусе. Без всяких переходников - Type-С. Быстрее зарядка  двусторонняя(не перепутаешь ночью и не умрут ""зубчики""  что на MicroUSB) - Крутой дисплей. Яркость  цветопередача - всё на уровне / - Отлично слышно собеседника и наоборот - Очень громкий динамик с хорошим звуком - Беспроводная зарядка - Наушники в комплекте с активным шумоподавлением и чистейшим звуком(лучшие наушники на г из всех  которые кладутся сегодня в комплекте с телефоном. Читайте статьи о них.) - Переходники microUSB->type-C и USB->type-C в комплекте. Да  да  с обычного USB! Вы можете подключить старый телефон напрямую через USB без всяких компьютеров и передавать информацию - Настраивоемость ""из коробки"". А ведь не каждый производитель дает такие возможности - Фирменные фишки от самсунга. Тот же Always on display - красиво. Превосходная интеграция с часами Gear S Frontier - Новый интерфейс  не TouchWiz  который был несколько петушиным - Bixby прикольная штука на русском языке. Но вот воспринимать голосовой с русского  пока  не может=( Пользуюсь всё равно часто этим функционалом - Отдельное спасибо Samsung Health!(читайте ниже) - Можно настроить исчезновение наэкранных кнопок и кнопка домой будет невидимой - просто нажми туда же сильнее. Это очень круто. Усиливает эффект ""безрамочности""  подчеркивая стиль телефона - Наэкранные кнопки это очень здорово! Нужно привыкнуть? Да! Потом уже будет понимание насколько это круто!   октября ";1
36; - гб оперативной памяти  когда конкуренты ставят уже по гб. За мои три недели использования я не ощутил недостатка памяти  но боюсь  что когда-нибудь такое может случиться. Кстати об этом еще в комментарии... - Не стерео динамики - При лютой загруженности живет  день и это хорошо  но хочется больше! -  октября ;-1
37; - отличный дизайн - экран один из лучших на рынке - производительность - камера отменная  лучше чем у яблока -го  хоть и старше на полгода  особенно в темноте - водостойкость - вход для наушников - быстрая зарядка   мая ;1
38; - быстрая разрядка: один из главных недостатков  это  конечно  автономность. Если юзать на полную (игры  музыка  инстаграм и пр. параллельно) - это где-то полдня дай бог. В режиме обычного использования на день хватает  наверное  как и у всех иных флагманов. - его плюсы выходят и минусами  из-за изогнутого экрана сложно подобрать пленку и   тем более  стекло (китайские в принципе приклеить  чтобы где-то не отходило  невозможно)  если брать пленки то только оригинальные (стекло вообще на этот телефон наверное не встанет никакое)  оригинальные пленки стоят  р. за штуку  Телефон стеклянный. Из этого совершенно логично следует  что он может разбиться  поэтому его защита всеми способами крайне обязательна: не будь у меня бампера с ребрами  он бы точно уже ушатался (падал на экран пару раз). У товарища такой же был без пленки временно - поцарапал в кармане ключами  поэтому пленка обязательна. - к отпечатку пальца привыкаешь. -  мая ;-1
39; Отличный экран  отличная камера  отличный дизайн  отличная автономность  отличный комплект поставки   февраля ;1
40; В моих повседневных задачах иногда не справляется и начинает подтупливать (при использовании Android Auto)  не критично -  февраля ;-1
41;" ) Экран  это самое главное для меня в телефоне и тут конкурентов нету  (учитывая что в ом айфоне будет экран от самсунга и не изогнутый) то и не будет в ближайшее время Смотреть на экран ого айфона уже просто смешно  бесят и рамки и его меньшая насыщенность (Super AMOLED у Самсы знатное дело!) ) Дизайн! он божественный ) Samsung Pay (а именно наличие фишки MST) - платить можно  даже если пин-пад не поддерживает оплату через NFC ) Удобство использования/размер - из-за того что телефон узкий и длинный (сосиска) им очень удобно пользоваться и он отлично лежит в руке при огромной диагонали экрана  в сравнении с айфонами Plus серии (."") который очень неудобно обхватывать ладонью при этом S имеет ."" и он очень удобный! без рамочный экран это просто прорыв года! ) Производительность - тяжелых игр не запускаю  но все летает  ничего не лагает ни разу никаких подлагов даже микро-микро подлагов не было ) WOW - эффект ) Камера - хотя я не фанат  но когда показываешь снимки друзьям и они спрашивают на что снимал  то не верят  что это был телефон... ) Куча датчиков/сенсоров - сканер сетчатки глаза работает просто мгновенно! ) Водонепроницаемость -  минут на . метра в глубину... а айфона такого и в помине нету ) Беспроводная зарядка - я наконец-то забыл что такое провода! айфону пока такое не снилось... хотя это появилось у самсунга еще несколько лет назад   августа ";1
42; ) Bixby - кнопка которую я отключил  обещали затмить Siri... но пока не заговорит на русском смысла просто не имеет  а сервисы висят и жрут батарею  правда незаметно но все же ) Нагрев - тех.процесс у процессора уже нм  но телефон в играх горячий как пирожки моей бабушки! (мой вариант на проце Exynos). Но я привык к этому еще на S но дискомфорт все равно присутствует! ) Отсутствие стерео-динамика как в айфоне   хотя это конечно большая мелочь но все же! ) Датчик отпечатков  понятное дело  сделали все что могли! но он правда не очень удобный  но и не такой неудобный как многие пишут! можно привыкнуть ) Кнопка Home изредка подглюкивает при выводе телефона из спящего режима... софтовый косяк у многих так ) Олеофобка - у меня начала стираться через  недели  но телефон был в очень агрессивных условиях.. и это увы не брак  думаю у меня было бы это с любым телефоном  НО именно в ой горрила гласс были проблемы с нанесением олеофобки и походу этот косяк и всплыл - из-за отсутствия кнопок на ощупь трудно понять где верх  а где низ у телефона! иногда(особенно пьяный) тыкаю на виртуальную кнопку и не могу понять почему он не врубается!  -  августа ;-1
43; . Конечно дизайн  некоторые люди только из-за этой фишки покупали этот телефон  тут говорить нечего посмотрели на картинку и поняли меня . Камера  После Samsung galaxy s это уже не лучшая камера на рынке но два года (с s) она держала первенство и не зря. Фото получаются волшебные  особенно доставляет когда друзья после того как что-то сфоткал (или их самих) говорят какая пистатая камера (не вру  часто такое бывало). Светосила . делает свое дело. Дуал-пиксел-до сих пор самый быстрый фокус на моб. камерах. В плане видео ничего волшебнее того же десятого айфона не покажет  но на равне(не с зумом есестна)  но стабилизация очень годная и к добротный  в путешествия уже видеокамеру реже беру . Количество сенсоров. Три дактилоскопических датчика это тоже круто. Отпечаток именно на этой моделе удобен т.к. не особо большая и палец дотягивается. Отпечаток скоростной. Сканер лица иногда поражает дальностью и быстротой  достаешь внизу из кармана уведомления чекнуть а он быстрее разблокируется чем ты увидишь (Но в плане безопасности не оч). Сканер радужки  ради крутой бузопасности можно использовать для карточки или секретной папки . Железо годное  но тут и минус есть  эксинос на порядок хуже куалкома. Т.е. лучше брать этот телефон из америки  тогда будет быстрее пикселя(а пиксель быстрее айфона). Эксинос тоже хорош  на все хватает выше головы  но в эру кулкома лучше куалком . Оболочка. Да оболочка занимает более половины оперативы  отдельные ее фишки огонь  все не перечислить лучше посмотреть видосы. . Разъем для наушников. Кто бы мог подумать . Способности телефона с переходником на usb. Запитать огромный теробайтник и при этом качать с него фильм на сфой смартфон или наоборот выкачивать фотки для освобождения памяти и всё это без компа через переходник который идет в комплекте (да да эпл  не за  $ отдельно) ЛЕГКО! ну а то что можно другой смарт от него зарядить и т.д. не говорю . Удобство. Очень удобно лежит в руке. Не выскальзывает как железный.   мая ;1
44; Нужно придумать парочку недостатков для приличия . Уже говорил  процессор Эксинос в версиях для европы и России  хуже Снэпдрегона из Америки  если будете брать любой телефон Самсов лучше заказываейте оттуда (грабр в помощь) . Сам экран стойкий к царапинам а вот зад не очень  лучше в чехле носить. Ну и для кого-то это минус  на перед стекло не надеть нормально  но пленки огонь. И про крепкость  ронять я люблю обычно не более полуметра но бывало - десятка раз. До сих пор не трещенки  при таком дизайне удивительно . Акб на обычной версии хватает при обычном использовании на весь день и даже дольше. Но при моем активном  поиграть - раза  позалипать пол дня в видосы и т.д. с всегда включенным g  gps и блютуз  хватает только до приезда домой после работы/учебы. На плюс версии батарейка больше и след-но таких проблем нету . Кнопка биксби не особо мешает но оч редко нажмешь случайно и неприятно . Отпечаток для маленьких и неуклюжих рук-минус . Вроде всё  сложно найти минусы которое кажется новым спустя год -  мая ;-1
45; ) Безрамочность (По сравнению со многими другими смартфонами он смотрится как гость из будущего) ) Экран ) Камера не выпирает (мелочь  а приятно) ) Производительность ) Самсунговская оболочка (в некоторых местах даже лучше чистого андроида) ) Вес   сентября ;1
46; ) Сканер отпечатка пальца (как расположение  так и скорость срабатывания) ) Цена ) У аппаратов созданных для России стоит Exynos  а не Snapdragon. Хотелось бы Snapdragon -  сентября ;-1
47;" Обалденный экран. Цвета  закругленные края  яркость. Все вместе приносит удовольствие от пользования смартфоном. На предыдущих флагманаx зеленило  розовило синило  у кого что. Тут тоже он слишком синий  но если включить фильтр синего И настройку ""адаптивный дисплей""  то получится изображение как на айфоне  которое я считаю эталоном. Камера. О ней многое можно говорить  скажу одно - это топ камера на сегодняшний день. Дизайн это сугубо субъективное восприятие  но вот то как он лежит в руке  просто сказка. Он просто сексуален  если позволите. Его хочется порой достать  чтобы просто пощупать. Но без чехла не советую носить - очень скользкий. Из штанов в сидячем положении вылетит за милую душу. Встроенный софт. Есть все что необходимо для пользования телефоном. Даже браузер встроенный я впервые на андроид не менял на хром  так как хром тормознутный какой то после самсунговского. Ну и прочие плюшки: Оплата Самсунг пей  которая очень удобна Влагозщита - мелочь  но уже не трясешься над водой. Качество сборки. Датчик пульса и шагов. Тоже мелочь но приятно. Биксби. Мне он понравился. Классная штука типа Гугл now: Отдельный экран с различной сводкой: погоды новостей шагов последний фото и т. Д. Олвейс дисплей. И опять мелочь но иногда даже полезно. Батарею не заметил чтобы кушал сильнее чем без него.   февраля ";1
48; Автономность. Это бич этого телефона. С одной стороны до вечера вроде как доживает  с другой - когда вспоминаешь  что тут  батарея  а в айфона  И работают они одинаково - как то расстраивает. И разница в экранах тут ни при чем. Она не настолько большая  как разница в батареях. Потому что у айфон плюс  И там отрыв в разы больше в пользу айфонА. Сканер сетчатки и лица. Бесполезная глючная опция. Обе работают  Из . Так что я остановился на отпечатке  который  хоть и непривычно  но вполне удобно расположен. Если телефон в чехле - попадаешь сразу. Если без чехла то только переворачивать смартфон и смотреть куда тыкаешь) Фризы тач виза никуда не делись. У Телефона за ~€ иногда притормаживает анимация и интерфейс  что печалит  особенно смотря на китайцев с их флаймами и миюай. -  февраля ;-1
49;" Хвалить можно бесконечно. Взял на прошлую черную пятницу за к - пользуюсь почти год. После обновы до OREO . глюков не найдете. КАЙФ: дисплей  не выжигающий глаза почти на % лицевой части - идеально читается на солнце; внешний вид; камера (не заляпывается пальцем рядом с сенсором отпечатка - врут про неё); влагозащита; вибрация (с разной частотой); полно всяких тем даже анимированных и шрифтов - будете индивидуальны; громкий звонок; NFC модуль (samsung pay нигде не подводил пока  добавляются любые клубные скидочные карты); сканер радужки работает сейчас вообще в любых сценариях - главное протирайте; беспроводная зарядка; быстрая зарядка от % до % - за час  до % - за чмин; сканер отпечатка с жестами! - работает хорошо и с правой и с левой рукой - привыкнете за день  не слушайте  что не удобно - брехня; никаких случайных нажатий по бокам экрана - тоже на него гонят; зализаный экран использую каждый день для приложений  списка задач и быстрых контактов - очень удобно; usb type-C; bluetooth .; переходники в комплекте; поддержка х симкарт/сим + microsd; d touch - регулируется усилие нажатия; always on display не горит в кармане; боковой экран анимирован при воспроизведении песни  входящем или напоминании; кнопка биксби сама не нажимается!   ноября ";1
